LR,Heads,Embeddings,Block Size,Batch Size,Layers,Size,final_loss,total_training_time,Step 0 Loss,Step 100 Loss,Step 200 Loss,Step 300 Loss,Step 400 Loss,Step 500 Loss,Step 600 Loss,Step 700 Loss,Step 800 Loss,Step 900 Loss,Step 1000 Loss,Step 1100 Loss,Step 1200 Loss,Step 1300 Loss,Step 1400 Loss,Generated Text
0.00025,6,384,32,48,2,"[1536, 86]",1.5858043432235718,70.22057819366455,4.5894,2.4875,2.2229,2.0618,1.9413,1.8507,1.7834,1.7261,1.6894,1.6418,1.6122,1.5842,1.5612,1.5414,1.5145,"""We musn't de could and giest ally, of man seemed.""\n""What dep onself the at Ar you\ngray spit for lar"
0.00025,6,384,32,48,4,"[1536, 86]",1.4356456995010376,116.05802369117737,4.5827,2.4644,2.1728,1.9766,1.8378,1.7530,1.6848,1.6272,1.5848,1.5448,1.5101,1.4767,1.4568,1.4312,1.3994,"grater his for the Pyrrangs, came\nof somether graft Gratta said. He\ntoways guards\ndown new. Sunies o"
0.00025,6,384,32,48,6,"[1536, 86]",1.3920856714248657,165.82076025009155,4.6238,2.4341,2.1436,1.9395,1.8059,1.7231,1.6399,1.5758,1.5309,1.4885,1.4512,1.4159,1.3859,1.3581,1.3290,The simpy. I a shemed back look on at him plead him satbe'd\nboursons and by tuons foollowing\nabout t
0.00025,6,384,64,48,2,"[3072, 86]",1.56991708278656,83.05738663673401,4.6694,2.5248,2.3316,2.1039,1.9507,1.8502,1.7732,1.7077,1.6506,1.6043,1.5622,1.5240,1.4923,1.4547,1.4320,"down ways gattle frembly. I grade pawas half\na wan nearly we meture a before a piese are?"".\nTenty a"
0.00025,6,384,64,48,4,"[3072, 86]",1.3635473251342773,146.54544878005981,4.6366,2.4916,2.2699,2.0146,1.8554,1.7248,1.6377,1.5692,1.5104,1.4647,1.4107,1.3791,1.3405,1.3057,1.2760,"an hung death. WalsHered and the more over the\ngereather with The brray.""\nThe wany uon chared and An"
0.00025,6,384,64,48,6,"[3072, 86]",1.229560136795044,200.00904989242554,4.7158,2.4764,2.2747,1.9941,1.8230,1.6964,1.5963,1.5238,1.4554,1.4021,1.3481,1.3032,1.2618,1.2233,1.1836,"SEAN McKAY\nHAN\nCHAPTERATES?"" AMBNE\nAY\n""Nav, theyI have self, quich the\nmaeuws short powsely paw. We"
0.00025,6,384,128,48,2,"[6144, 86]",1.4810200929641724,117.64230990409851,4.6078,2.5468,2.4421,2.3327,2.1571,1.9963,1.8736,1.7856,1.7060,1.6405,1.5834,1.5397,1.4879,1.4484,1.4125,"fition of thint scavicib, whese worsh pears, be centrels\npeopin to right, looke brok as of has hum."
0.00025,6,384,128,48,4,"[6144, 86]",1.3094950914382935,236.0502371788025,4.6685,2.5102,2.4026,2.2188,2.0106,1.8540,1.7436,1.6454,1.5582,1.4910,1.4348,1.3863,1.3332,1.2899,1.2420,"from Arnd and spoke to back of this he."" Arphad\nhis nodded, but nod dow with a, no boush tenorther\nF"
0.00025,6,384,128,48,6,"[6144, 86]",1.2051395177841187,403.9966390132904,4.6385,2.5101,2.3832,2.1479,1.9124,1.7802,1.6544,1.5508,1.4712,1.4074,1.3493,1.2862,1.2359,1.1744,1.1242,"""Gor. Ot, if all discuss our seemed for\nshel human had im tost?"" Gratta was voiged again, but they\nm"
0.00025,6,384,32,64,2,"[2048, 86]",1.5701422691345215,76.73789954185486,4.6623,2.4705,2.1652,1.9910,1.8908,1.8088,1.7389,1.6879,1.6435,1.6075,1.5766,1.5429,1.5198,1.4929,1.4714,"many tuons where the guard a hard of their the humans. That a did now whered, from the may quet arel"
0.00025,6,384,32,64,4,"[2048, 86]",1.5059479475021362,132.01476097106934,4.6076,2.4357,2.1108,1.9134,1.7840,1.6938,1.6331,1.5712,1.5324,1.4892,1.4442,1.4199,1.3935,1.3588,1.3302,"""I am you thave heady a milley.""\nChink Taka this live cart anask he his stomal few und Arphad 's rea"
0.00025,6,384,32,64,6,"[2048, 86]",1.3001320362091064,185.00305271148682,4.6765,2.4180,2.0933,1.8791,1.7489,1.6510,1.5830,1.5232,1.4726,1.4295,1.3887,1.3556,1.3236,1.2955,1.2636,"and to go."" The soldiers, whipe's runding\nlong ago, but soldier the cubits is to int."" The kill were"
0.00025,6,384,64,64,2,"[4096, 86]",1.429570198059082,123.23243618011475,4.6912,2.5221,2.2958,2.0705,1.9156,1.8090,1.7287,1.6638,1.6144,1.5667,1.5280,1.4844,1.4532,1.4166,1.3947,"teter to heath, and so.""\nAr!"" Gratta come bary a\ncritherribes they conly cants's gace the had a tyo"
0.00025,6,384,64,64,4,"[4096, 86]",1.311023473739624,187.05364108085632,4.5414,2.4722,2.2174,1.9545,1.7938,1.6789,1.5864,1.5239,1.4569,1.4075,1.3542,1.3214,1.2781,1.2437,1.2022,"anslead anain though in deceptable, he pathan giver lies to\nthe ee riveon trickingnges.\n""That mees f"
0.00025,6,384,64,64,6,"[4096, 86]",1.2247079610824585,265.57489109039307,4.6284,2.4613,2.1969,1.9185,1.7541,1.6267,1.5435,1.4564,1.4035,1.3399,1.2855,1.2370,1.1914,1.1531,1.1107,"He joi!""\n""Yes, sir!"" ofer a quiet\nour many way.\nI you have will about the brought as ne\ngut judge. F"
0.00025,6,384,128,64,2,"[8192, 86]",1.441731333732605,176.28782892227173,4.6140,2.5352,2.4301,2.2709,2.0614,1.8993,1.7878,1.7029,1.6311,1.5747,1.5192,1.4755,1.4316,1.3898,1.3623,"could. Onothers overs from to somety of down\nthe blet: uped his, Leeket a mightionerations. Th eyou."
0.00025,6,384,128,64,4,"[8192, 86]",1.2641398906707764,314.4704020023346,4.6403,2.5059,2.3921,2.1867,1.9491,1.7952,1.6792,1.5821,1.4965,1.4305,1.3657,1.3112,1.2607,1.2139,1.1672,"""I cask to evenamptanure stariyah allowing gave to the\nhim.""\n""Hoomey bek him maeuw reprivightful the"
0.00025,6,384,128,64,6,"[8192, 86]",1.1821025609970093,422.72253942489624,4.5364,2.4949,2.3538,2.1136,1.8771,1.7212,1.6014,1.5010,1.4182,1.3411,1.2783,1.2160,1.1512,1.0964,1.0376,"anything you."" Peoacial\nChans we along that imfe. I learnit will a way lift.\n""Surning It returned he"
0.00025,8,512,32,32,2,"[1024, 86]",1.530448317527771,74.86684894561768,4.6039,2.4683,2.1821,2.0219,1.9056,1.8274,1.7693,1.7204,1.6626,1.6335,1.6101,1.5808,1.5492,1.5171,1.4977,"it than on. ""May ran segaing Gratta with as hed\nour thre our tuon comd. ""Ar. Ar he wile as\nusuered m"
0.00025,8,512,32,32,4,"[1024, 86]",1.4873688220977783,145.52445936203003,4.5767,2.4407,2.1456,1.9586,1.8474,1.7466,1.6888,1.6223,1.5795,1.5333,1.5067,1.4751,1.4541,1.4122,1.3936,"of destiing Beriyah."" They ensee.\n""Ke!""\nGratta tooked with Gratta. A\nchange made bodded fent Anayah'"
0.00025,8,512,32,32,6,"[1024, 86]",1.4096256494522095,206.1479332447052,4.6181,2.4577,2.1571,1.9494,1.8210,1.7134,1.6533,1.5933,1.5391,1.5056,1.4650,1.4375,1.4048,1.3827,1.3414,65\nCifS AcouTak of Elan. Do themor of pain their lowurection to\nfor our cartly once more send songed
0.00025,8,512,64,32,2,"[2048, 86]",1.4600733518600464,93.31779527664185,4.5894,2.4949,2.2900,2.0548,1.9054,1.8121,1.7249,1.6617,1.6214,1.5723,1.5235,1.4986,1.4586,1.4318,1.4033,"then his human wonly concil, butthing\na larger. He now, jumpser betherved for could rguzz-growly\nand"
0.00025,8,512,64,32,4,"[2048, 86]",1.3202348947525024,170.3126573562622,4.6938,2.4769,2.2318,1.9908,1.8372,1.7122,1.6362,1.5670,1.4904,1.4399,1.4041,1.3583,1.3177,1.2829,1.2488,"the our tenemited unts on the tooss parath retorest offly camp ort.\nThe many humans tran cell them,\n"
0.00025,8,512,64,32,6,"[2048, 86]",1.293425440788269,239.62126898765564,4.5326,2.4807,2.2476,1.9794,1.7962,1.6703,1.5825,1.4997,1.4421,1.3888,1.3346,1.2840,1.2384,1.2043,1.1704,Sore Arphad and got runiched the goated were will\nkinited a conscer's? Was raise dan't for matter re
0.00025,8,512,128,32,2,"[4096, 86]",1.4334063529968262,133.98187232017517,4.5280,2.5168,2.4165,2.2742,2.0875,1.9363,1.8204,1.7370,1.6500,1.5913,1.5394,1.4933,1.4491,1.4092,1.3722,"turned any had was."" Gratta parlace in\ncectured attage shown when hild momen stread.\n""I sheavel be a"
0.00025,8,512,128,32,4,"[4096, 86]",1.2104601860046387,261.47991371154785,4.6421,2.4979,2.3815,2.1627,1.9410,1.7885,1.6789,1.5852,1.4956,1.4414,1.3795,1.3230,1.2729,1.2214,1.1748,• SEAN McKAY\nNamah squal shall of thos the Pyrran turness help dick\nfures.\nSunnemy the robes all wou
0.00025,8,512,128,32,6,"[4096, 86]",1.1276371479034424,369.3330328464508,4.6941,2.4869,2.3583,2.0507,1.8430,1.6870,1.5819,1.4838,1.4063,1.3396,1.2683,1.2111,1.1557,1.1046,1.0517,"etent is sucand. He sat no so doubt the cubs, so\nheard by no ex-tuon raiol from his fathers aways. T"
0.00025,8,512,32,48,2,"[1536, 86]",1.5418986082077026,80.5326840877533,4.5724,2.4231,2.1206,1.9452,1.8370,1.7525,1.6993,1.6432,1.6057,1.5741,1.5390,1.5075,1.4863,1.4555,1.4267,"CHAPTER IV Gratta splecht, onif the sirple?""\n""Arna yearge nodded quickled ut with an the\narristurned"
0.00025,8,512,32,48,4,"[1536, 86]",1.3893561363220215,144.88137817382812,4.6833,2.4103,2.0811,1.8936,1.7651,1.6802,1.6243,1.5611,1.5060,1.4641,1.4182,1.3852,1.3723,1.3243,1.3113,"some wire creaty of to currock\nmy much, any the jumbe?""\nShill be yellow, teach with Vak my that noSt"
0.00025,8,512,32,48,6,"[1536, 86]",1.395342469215393,210.4219868183136,4.6354,2.4047,2.0765,1.8694,1.7410,1.6600,1.5743,1.5112,1.4752,1.4171,1.3817,1.3425,1.3092,1.2826,1.2525,"SEON McKAY\nq9ick, shifly foor before he\nwalkings ht was expened. ""He Wiftly for him lead he tacked t"
0.00025,8,512,64,48,2,"[3072, 86]",1.449892520904541,114.53440356254578,4.6663,2.4770,2.2166,1.9940,1.8544,1.7419,1.6663,1.5991,1.5502,1.4945,1.4550,1.4184,1.3814,1.3525,1.3128,"smiler. ""Command around Ik he will the enembes if sine\nat there. ""The paths impanint. Gratta ol of t"
0.00025,8,512,64,48,4,"[3072, 86]",1.249411940574646,203.71243906021118,4.5887,2.4518,2.1551,1.9048,1.7349,1.6334,1.5408,1.4807,1.4175,1.3579,1.3158,1.2723,1.2271,1.1880,1.1490,"Gratta, telled. ""Yes, sir this can take in the dustrod's he adjust\nover a moore. Soick ent ville sho"
0.00025,8,512,64,48,6,"[3072, 86]",1.1544549465179443,295.851952791214,4.6596,2.4441,2.1345,1.8560,1.7059,1.5815,1.4902,1.4091,1.3509,1.2799,1.2335,1.1831,1.1353,1.0919,1.0416,"me the gan ask you.""\n""He have the mostes than impensed the give a dayp of\nhumans, who we looked up.\n"
0.00025,8,512,128,48,2,"[6144, 86]",1.35930335521698,170.57027411460876,4.6223,2.5055,2.3907,2.2064,1.9910,1.8445,1.7324,1.6497,1.5772,1.5164,1.4605,1.4143,1.3682,1.3364,1.2911,"he by I shave this commosing any pats tuons.\n""Were – the have oicil as fear."" Pelance and got metait"
0.00025,8,512,128,48,4,"[6144, 86]",1.14323890209198,329.27830362319946,4.6849,2.4830,2.3407,2.0669,1.8518,1.6976,1.5837,1.5011,1.4180,1.3525,1.2818,1.2221,1.1682,1.1181,1.0677,"""I said, a he as had your should not expect two so\ntreftly. How you.""\nGratta smiled take the cubs to"
0.00025,8,512,128,48,6,"[6144, 86]",0.9833188056945801,423.7468264102936,4.7085,2.4805,2.3163,1.9986,1.7773,1.6303,1.5067,1.4088,1.3259,1.2478,1.1793,1.1032,1.0370,0.9672,0.8904,"and nearly waved Gratta open the hundred straight of stry\nmaeuws.\nGratta moved quickly him he said,"
0.00025,8,512,32,64,2,"[2048, 86]",1.4642672538757324,88.35742568969727,4.6290,2.3948,2.0656,1.8891,1.7885,1.7085,1.6442,1.6034,1.5557,1.5220,1.4910,1.4597,1.4270,1.4000,1.3856,"not deen do\nseen all menter. He was\ndolded he returned this wall infeares worrea said. ""Chief you ha"
0.00025,8,512,32,64,4,"[2048, 86]",1.3737194538116455,158.8636019229889,4.6561,2.3544,2.0165,1.8178,1.7066,1.6177,1.5500,1.4893,1.4424,1.4057,1.3670,1.3356,1.3012,1.2764,1.2475,deepy to reemain. Gratta had had silence hals\nbe the nail.\nFatta mon the airivalining a happrisonise
0.00025,8,512,32,64,6,"[2048, 86]",1.2758921384811401,233.93649578094482,4.6573,2.3593,1.9944,1.8029,1.6581,1.5791,1.5066,1.4479,1.4022,1.3560,1.3118,1.2750,1.2410,1.2090,1.1738,"between captor cubits from their tribes. Thave lessed\nof the prident, and Anayah had threear eyes of"
0.00025,8,512,64,64,2,"[4096, 86]",1.3874659538269043,131.5940318107605,4.5867,2.4581,2.1642,1.9300,1.7915,1.6900,1.6085,1.5474,1.5020,1.4503,1.4026,1.3708,1.3363,1.2982,1.2667,"yhurght to you decent and mooned, but here, sack wairs\nthey.""\nTaeuw of all me think foollight. Nimal"
0.00025,8,512,64,64,4,"[4096, 86]",1.1135153770446777,248.3366174697876,4.6267,2.4312,2.1109,1.8542,1.6948,1.5783,1.4873,1.4150,1.3611,1.3024,1.2434,1.1982,1.1521,1.1020,1.0584,"them. Have whistled will people did what have a company of\nthis treaty that his eye."" Gratta, who pr"
0.00025,8,512,64,64,6,"[4096, 86]",1.0383875370025635,356.96392250061035,4.6235,2.4382,2.1192,1.8290,1.6577,1.5295,1.4204,1.3538,1.2723,1.2135,1.1484,1.0916,1.0376,0.9842,0.9321,"small as he blood. ""We dis! Chief\nGratta, home slumped different even has bearned on."" Gor\nwassa and"
0.00025,8,512,128,64,2,"[8192, 86]",1.2867307662963867,217.10568284988403,4.5750,2.4978,2.3497,2.1348,1.9290,1.7879,1.6747,1.5919,1.5202,1.4596,1.4043,1.3514,1.3104,1.2677,1.2228,"them. Arphad\nwhist ince! Polisies sade fish Clans oncilisies\nunbits in the cubs, but wem last. It re"
0.00025,8,512,128,64,4,"[8192, 86]",1.0721689462661743,427.40914940834045,4.6305,2.4766,2.2926,1.9799,1.7840,1.6417,1.5243,1.4340,1.3543,1.2753,1.2124,1.1465,1.0820,1.0264,0.9563,"the montainly had here boselness, wish\nyells the can appearted them. I ent the enty\ntranges as over"
0.00025,8,512,128,64,6,"[8192, 86]",0.8649119138717651,641.8359642028809,4.6143,2.4714,2.2916,1.9464,1.7144,1.5599,1.4309,1.3310,1.2377,1.1652,1.0766,0.9969,0.9104,0.8335,0.7537,"McKAY\nENERKION\nlood is the mands, who reaching them back for the celt, and\nguard rarised and out the"
0.00025,12,768,32,32,2,"[1024, 86]",1.502355933189392,116.49931859970093,4.5927,2.3861,2.0766,1.9084,1.8022,1.7263,1.6700,1.6126,1.5814,1.5405,1.5079,1.4743,1.4514,1.4254,1.3978,"looked for a guard flal shielY\nis inted to were verriwed. This the firestraftes. ""Demed drushinfing"
0.00025,12,768,32,32,4,"[1024, 86]",1.434526801109314,221.6160752773285,4.6961,2.3945,2.0662,1.8903,1.7562,1.6720,1.6070,1.5551,1.5284,1.4780,1.4296,1.4016,1.3710,1.3357,1.3105,"two find the fearfuft they fore.\nYour to night all of their the PProintrates.""\nPelana's commangotia"
0.00025,12,768,32,32,6,"[1024, 86]",1.2649532556533813,303.0833945274353,4.6300,2.4297,2.0896,1.8828,1.7457,1.6640,1.5879,1.5190,1.4784,1.4419,1.3933,1.3563,1.3284,1.2884,1.2625,"Aiddo, bothing, and\nquirthers of these arrives. ""The smumpost your nusts war brike meant,\nas a we Ta"
0.00025,12,768,64,32,2,"[2048, 86]",1.3072702884674072,137.94727063179016,4.5470,2.4469,2.1446,1.8993,1.7768,1.6761,1.6033,1.5376,1.4804,1.4282,1.3883,1.3507,1.3095,1.2755,1.2426,"a truswed\nGratta toward this him, and if was posepon this he kindesso worring to be furse\n\noveriy of"
0.00025,12,768,64,32,4,"[2048, 86]",1.2151954174041748,273.3534803390503,4.6429,2.4449,2.1284,1.8531,1.7036,1.5991,1.5059,1.4380,1.3793,1.3199,1.2720,1.2250,1.1709,1.1362,1.0879,"how  a genert humal slaved. They no neaving for tuons\nsquirre who a carrow, and looked at Arphad qui"
0.00025,12,768,64,32,6,"[2048, 86]",1.0772960186004639,394.8888852596283,4.5909,2.4705,2.1884,1.8968,1.7042,1.5850,1.4908,1.4110,1.3520,1.2764,1.2217,1.1729,1.1092,1.0658,1.0101,"cord of the sathem, we Living,"" Lamek realing. The sat\nthe Pning sit and consed we scowls, Gratta in"
0.00025,12,768,128,32,2,"[4096, 86]",1.2391341924667358,222.45701360702515,4.6793,2.4843,2.3220,2.1116,1.8864,1.7366,1.6343,1.5454,1.4809,1.4105,1.3588,1.3016,1.2542,1.2056,1.1528,"Namal and seemined to again."" Anayah looked forward\nagain and and failish stiled t his are mose aver"
0.00025,12,768,128,32,4,"[4096, 86]",1.104871153831482,418.15908575057983,4.6205,2.4865,2.3173,1.9928,1.7669,1.6114,1.5002,1.4096,1.3343,1.2539,1.1900,1.1235,1.0602,0.9916,0.9250,"families looked at Anayah. ""\nbowed scomy\nwith mes, and Anayah we canot this treaty into the Pyrran C"
0.00025,12,768,128,32,6,"[4096, 86]",0.8693640828132629,532.6755895614624,4.6126,2.4892,2.3502,2.0542,1.7877,1.6102,1.4751,1.3662,1.2720,1.1958,1.0960,1.0149,0.9335,0.8529,0.7616,"""Can if Gor ran an of the tuon Tribes an bit\nwords?"" The cillies wital's all and his report wined.\nT"
0.00025,12,768,32,48,2,"[1536, 86]",1.384576439857483,123.20764183998108,4.5074,2.3309,2.0189,1.8445,1.7470,1.6588,1.5940,1.5357,1.5057,1.4616,1.4351,1.4073,1.3656,1.3460,1.3123,Priiests monisuach Aidden pould beforel of you mysenter had bors of\n32\n74\nCHAPTHE PERAY\nGratta turne
0.00025,12,768,32,48,4,"[1536, 86]",1.2704590559005737,230.91958832740784,4.6573,2.3203,1.9525,1.7936,1.6577,1.5743,1.5246,1.4554,1.4071,1.3717,1.3221,1.3034,1.2536,1.2237,1.1969,"Yes, I will didn't laugh. Gratta monger,\nbut the enough are to the gold. The said as aerys of the ai"
0.00025,12,768,32,48,6,"[1536, 86]",1.2436609268188477,337.58285546302795,4.6856,2.3720,1.9806,1.7901,1.6709,1.5635,1.4982,1.4430,1.3879,1.3381,1.3025,1.2595,1.2191,1.1791,1.1546,was standingtly. Do notiant the was still asshoul want wafte the\nscorraws were black ting the mient.
0.00025,12,768,64,48,2,"[3072, 86]",1.1932287216186523,180.27304697036743,4.6244,2.4121,2.0518,1.8488,1.7016,1.6032,1.5169,1.4606,1.4020,1.3528,1.2992,1.2613,1.2217,1.1840,1.1456,"shoor the Torial.""\n""Be is Gor thank in that shekels.""\nyelled with the paralav feen an Gratta saidned"
0.00025,12,768,64,48,4,"[3072, 86]",1.0270062685012817,333.17816710472107,4.5650,2.4242,2.0303,1.7641,1.6171,1.5028,1.4107,1.3374,1.2768,1.2122,1.1609,1.1037,1.0486,0.9944,0.9392,"so whqoilebring thought these rested to face the bridge. He was\nso not comeone of tuon first, and ye"
0.00025,12,768,64,48,6,"[3072, 86]",0.9504243731498718,512.1871311664581,4.5036,2.4407,2.0916,1.8075,1.6146,1.4920,1.3982,1.2967,1.2269,1.1551,1.0743,1.0016,0.9426,0.8670,0.8003,"what was they have not frathers sile that what marched\nthe bridge, back the Pilisital spit. A jiddim"
0.00025,12,768,128,48,2,"[6144, 86]",1.1227980852127075,337.296683549881,4.5751,2.4686,2.2923,2.0035,1.7936,1.6423,1.5293,1.4527,1.3725,1.3167,1.2525,1.1919,1.1352,1.0786,1.0265,it it Pilisia – Anayah his adge men cauew.\n21\nSean laparge rody at the markethed. He opened the horn
0.00025,12,768,128,48,4,"[6144, 86]",0.813141405582428,1117.5614528656006,4.7114,2.4686,2.2539,1.8854,1.6775,1.5250,1.4089,1.3074,1.2146,1.1330,1.0532,0.9620,0.8844,0.7940,0.7129,"would sniff. ""Come hercouncil\non them, find give again. It offer they ubs because my\nhief Ar?"" Anaya"
0.00025,12,768,128,48,6,"[6144, 86]",0.6741734147071838,1775.2003693580627,4.5727,2.4756,2.3055,1.9191,1.6646,1.4992,1.3651,1.2439,1.1307,1.0231,0.9221,0.8151,0.7040,0.6047,0.5045,"– IISIONE OF THE PTEACE\n""Yes, we have gan king acting about the liand wall to the Pyrran\n77\nSEAN McK"
0.00025,12,768,32,64,2,"[2048, 86]",1.340484380722046,187.44670581817627,4.6188,2.2795,1.9498,1.7892,1.6770,1.6003,1.5429,1.4878,1.4525,1.4127,1.3657,1.3349,1.3056,1.2863,1.2523,nard. Isw Except and stThis all of\nthe tuons and tace their seen in\nhalives. He othercles a\ndirect h
0.00025,12,768,32,64,4,"[2048, 86]",1.2025172710418701,312.1996998786926,4.5735,2.2910,1.9228,1.7288,1.6099,1.5256,1.4536,1.3985,1.3455,1.3038,1.2735,1.2210,1.1826,1.1476,1.1130,"to starl of the maeuws liest\nwilline. Lameks mach juch did not we\nmounce, had said as Cyah and winde"
0.00025,12,768,32,64,6,"[2048, 86]",1.1394984722137451,389.27260398864746,4.5180,2.3371,1.9453,1.7341,1.6061,1.5065,1.4291,1.3633,1.3149,1.2630,1.2078,1.1600,1.1247,1.0710,1.0393,"there. The men and hour, alracked at\nGratta tuning are\nother treaty, for you, things fire traps of a"
0.00025,12,768,64,64,2,"[4096, 86]",1.1566786766052246,224.82271718978882,4.5128,2.3884,2.0067,1.7844,1.6450,1.5615,1.4785,1.4052,1.3494,1.2952,1.2394,1.2015,1.1568,1.1102,1.0710,"Pelana smiled. ""So, sir!""\nGratta proked and at vaging. They walked wite Arphad\nchiefs past matneuw o"
0.00025,12,768,64,64,4,"[4096, 86]",0.921923041343689,409.1051244735718,4.5816,2.3979,1.9684,1.7263,1.5654,1.4524,1.3466,1.2739,1.1994,1.1297,1.0663,0.9975,0.9259,0.8694,0.8023,"ofs armor, the High Priest ently\ndowns to greet. There was planners, I rejoice in this responding in"
0.00025,12,768,64,64,6,"[4096, 86]",0.7884666323661804,575.330465555191,4.5949,2.4379,2.0344,1.7415,1.5603,1.4355,1.3185,1.2249,1.1422,1.0517,0.9795,0.8991,0.8151,0.7286,0.6574,him disdarts after embling to the rest of the nation mored\nfor in their chests. left down to a the t
0.00025,12,768,128,64,2,"[8192, 86]",1.0051250457763672,350.77495884895325,4.6174,2.4589,2.2338,1.9241,1.7213,1.5774,1.4758,1.3888,1.3115,1.2416,1.1701,1.1159,1.0440,0.9783,0.9125,"2014X\nAll rais 8 – Abight aka~ge to him up. He remain and paras\nchain will priect nemy them, they we"
0.00025,12,768,128,64,4,"[8192, 86]",0.6966707706451416,769.9358439445496,4.6426,2.4575,2.2080,1.8394,1.6168,1.4649,1.3447,1.2338,1.1330,1.0391,0.9354,0.8297,0.7322,0.6282,0.5278,"SEAN McKAYourshing off you, Wy dir not?""\n""HEver, the Surely have seen in 1 prisonce.\nir just from an"
0.00016,6,384,32,32,2,"[1024, 86]",1.7109637260437012,69.08049321174622,4.6360,2.5924,2.4154,2.2479,2.1347,2.0528,1.9838,1.9228,1.8743,1.8300,1.8039,1.7621,1.7386,1.7088,1.6903,"reaked, to whim. A“ by, but mick sport loaght.""\nsered?"" Ar! Aftach abock. Afor twart\nhe mere so yeh."
0.00016,6,384,32,32,4,"[1024, 86]",1.6390327215194702,110.39354467391968,4.5970,2.5564,2.3589,2.1882,2.0494,1.9577,1.8854,1.8138,1.7771,1.7202,1.6788,1.6438,1.6202,1.5940,1.5668,"smile. Gratta lrike at his freher table,\nthuman  of your brike issed any.""\nAnayah nodded. This you d"
0.00016,6,384,32,32,6,"[1024, 86]",1.5154744386672974,153.7413821220398,4.6229,2.5501,2.3553,2.1735,2.0394,1.9259,1.8495,1.7747,1.7253,1.6785,1.6314,1.5943,1.5736,1.5362,1.5033,"then 33\n5 Mor will Yous are tas of"" as a\ntrang gear rested . And his was down."" Away, the smiles wil"
0.00016,6,384,64,32,2,"[2048, 86]",1.7474218606948853,71.67067384719849,4.6356,2.6055,2.4770,2.3607,2.2255,2.1025,2.0238,1.9516,1.8877,1.8449,1.7977,1.7515,1.7213,1.6855,1.6589,afted the his fam to bo comittle. Chies had entreatjoins\nWRAC\nSEAN McKAY\nAVI 5\nSYeas cher words from
0.00016,6,384,64,32,4,"[2048, 86]",1.5391079187393188,124.38819694519043,4.6651,2.5548,2.4271,2.2941,2.1315,2.0040,1.8951,1.8145,1.7477,1.6981,1.6513,1.6080,1.5712,1.5346,1.5072,"creased had tithc py melirese\nslaxt.\nThe irmecian fereen outs. Sneem, for thowle yovery\nqure haveriv"
0.00016,6,384,64,32,6,"[2048, 86]",1.4838377237319946,173.66572213172913,4.6216,2.5396,2.4226,2.2844,2.0999,1.9565,1.8527,1.7644,1.6991,1.6388,1.5863,1.5488,1.5138,1.4735,1.4394,"beWing to bake, the tast tuon him, en? Yes, shoomare."" ""Yes, ""What\nan shook the telp worth comey tre"
0.00016,6,384,128,32,2,"[4096, 86]",1.784745693206787,90.3306212425232,4.6248,2.5960,2.5019,2.4424,2.3755,2.2735,2.1628,2.0601,1.9779,1.9129,1.8512,1.7983,1.7586,1.7119,1.6835,"vustriest. Namal folighties yenty."" Gratto eens his a\npriestelingsed supeding Chief And brut woulded"
0.00016,6,384,128,32,4,"[4096, 86]",1.621549367904663,164.1834008693695,4.5954,2.5655,2.4724,2.4013,2.2997,2.1602,2.0158,1.9156,1.8314,1.7696,1.7039,1.6502,1.6062,1.5634,1.5265,recouch him raised for like. He wad nothe pina Takain hosh\nin spable on our''d standing. Than herpy
0.00016,6,384,128,32,6,"[4096, 86]",1.495824933052063,245.77973699569702,4.5873,2.5555,2.4631,2.3796,2.2398,2.0814,1.9352,1.8276,1.7476,1.6770,1.6144,1.5605,1.5082,1.4650,1.4273,"bild. The he cubrutt itsid of ten the were, as\nange, eyesh he cortared beinge or his deacibs. We ful"
0.00016,6,384,32,48,2,"[1536, 86]",1.659985899925232,61.46416258811951,4.5991,2.5815,2.3459,2.1678,2.0596,1.9733,1.9027,1.8468,1.8002,1.7771,1.7316,1.7006,1.6731,1.6484,1.6289,land the to seall. Hew werecorly no leared all Maite allies andinted's way to to Aut reple are as be
0.00016,6,384,32,48,4,"[1536, 86]",1.5407514572143555,105.8272168636322,4.6001,2.5297,2.3205,2.1123,1.9701,1.8756,1.7963,1.7430,1.6875,1.6466,1.6081,1.5745,1.5480,1.5141,1.4880,"noClyse was\ngreat have quire, all have to him strelooy walked. ""The stend was smiler. Gratta leaked"
0.00016,6,384,32,48,6,"[1536, 86]",1.5020006895065308,158.8099570274353,4.5437,2.5044,2.2934,2.0876,1.9371,1.8439,1.7576,1.6870,1.6462,1.5939,1.5587,1.5155,1.4857,1.4597,1.4302,"ragu to smell."" Taka, lower must down the city in clear in the rear too face acan no little.\nGor to"
0.00016,6,384,64,48,2,"[3072, 86]",1.581215739250183,75.486008644104,4.6258,2.5912,2.4434,2.2941,2.1435,2.0284,1.9441,1.8766,1.8247,1.7706,1.7230,1.6857,1.6533,1.6199,1.5917,NENOMEW\nSEEKIT ON\nEFGE\nACHE to GAN McWIN\ncoll spooke fil whed mentain dightley. It! He side. Gratta\n
0.00016,6,384,64,48,4,"[3072, 86]",1.514421820640564,134.73005390167236,4.6017,2.5456,2.3962,2.2376,2.0526,1.9091,1.8179,1.7384,1.6745,1.6285,1.5747,1.5283,1.4961,1.4588,1.4352,"Suon't eyes. ""Beriyan lost of wall be him as hem to filly poices\nwouldierb find scenting souns.\n""The"
